"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1501332","115","남문시장","58","쇠고기(한우,불고기)","1등급(600g)","23000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501352","222","홈플러스 독산점","171","달걀(10개)","10개","2680","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494648","115","남문시장","305","사과(부사, 300g)","1개","1000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501351","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","7000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497948","114","현대시장","310","상추(100g)","1개","750","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501350","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","13940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501314","116","홈플러스 시흥점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497936","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","7000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503372","115","남문시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501349","222","홈플러스 독산점","58","쇠고기(한우,불고기)","1등급(600g)","26940","2019-12","농협안심한우","002","대형마트","545000","금천구","2019-12-30"
"1497921","115","남문시장","320","달걀(30개)","30개","4500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501348","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497947","114","현대시장","309","양파(1.5kg망)","1개","3000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501347","222","홈플러스 독산점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494652","115","남문시장","309","양파(1.5kg망)","1개","2500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501346","222","홈플러스 독산점","310","상추(100g)","1개","990","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494693","114","현대시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501345","222","홈플러스 독산점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496332","116","홈플러스 시흥점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501344","222","홈플러스 독산점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503348","116","홈플러스 시흥점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501343","222","홈플러스 독산점","307","배추(2.5~3kg)","1개","2890","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499743","114","현대시장","266","고등어(생물,국산)","1마리(25cm)","2500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1501342","222","홈플러스 독산점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499686","116","홈플러스 시흥점","283","닭고기(육계)","1마리(1kg)","7000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501341","222","홈플러스 독산점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494657","115","남문시장","202","돼지고기(생삼겹살)","1등급(600g)","12500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494665","222","홈플러스 독산점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496336","116","홈플러스 시흥점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494666","222","홈플러스 독산점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504826","114","현대시장","308","무(1kg)","1개","1500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494667","222","홈플러스 독산점","307","배추(2.5~3kg)","1개","3290","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503346","116","홈플러스 시흥점","307","배추(2.5~3kg)","1개","2890","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494668","222","홈플러스 독산점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497892","116","홈플러스 시흥점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494669","222","홈플러스 독산점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501340","115","남문시장","266","고등어(생물,국산)","1마리(25cm)","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494670","222","홈플러스 독산점","310","상추(100g)","1개","990","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501339","115","남문시장","254","오징어(생물,국산)","1마리(25cm)","4500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494671","222","홈플러스 독산점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501338","115","남문시장","152","명태(러시아,냉동)","1마리(45cm)","2500","2019-12","러시아","001","전통시장","545000","금천구","2019-12-30"
"1494672","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494636","116","홈플러스 시흥점","310","상추(100g)","1개","990","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494673","222","홈플러스 독산점","58","쇠고기(한우,불고기)","1등급(600g)","26940","2019-12","농협안심한우","002","대형마트","545000","금천구","2019-12-30"
"1501337","115","남문시장","260","조기(냉동,수입산)","1마리(25cm)","2000","2019-12","중국산","001","전통시장","545000","금천구","2019-12-30"
"1494674","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","14940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506539","116","홈플러스 시흥점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494675","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","7500","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497943","114","현대시장","305","사과(부사, 300g)","1개","1000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494676","222","홈플러스 독산점","171","달걀(10개)","10개","2680","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501371","114","현대시장","260","조기(냉동,수입산)","1마리(25cm)","3000","2019-12","중국산","001","전통시장","545000","금천구","2019-12-30"
"1494677","222","홈플러스 독산점","320","달걀(30개)","30개","5790","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506591","114","현대시장","306","배(신고, 600g)","1개","3000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494678","222","홈플러스 독산점","136","조기(국산,생물)","1마리(25cm)","5490","2019-12","5490","002","대형마트","545000","금천구","2019-12-30"
"1503350","116","홈플러스 시흥점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503394","222","홈플러스 독산점","318","고등어(30cm,수입산)","1마리(25cm)","2490","2019-12","노르웨이","002","대형마트","545000","금천구","2019-12-30"
"1499732","114","현대시장","310","상추(100g)","1개","750","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503393","222","홈플러스 독산점","254","오징어(생물,국산)","1마리(25cm)","4490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497909","115","남문시장","305","사과(부사, 300g)","1개","1000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503392","222","홈플러스 독산점","264","명태(냉동,수입산)","1마리(45cm)","1350","2019-12","러시아","002","대형마트","545000","금천구","2019-12-30"
"1496346","115","남문시장","305","사과(부사, 300g)","1개","1000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503391","222","홈플러스 독산점","136","조기(국산,생물)","1마리(25cm)","5490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496350","115","남문시장","309","양파(1.5kg망)","1개","2500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503390","222","홈플러스 독산점","320","달걀(30개)","30개","5790","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501335","115","남문시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1497935","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","13940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501334","115","남문시장","283","닭고기(육계)","1마리(1kg)","6500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1497934","222","홈플러스 독산점","58","쇠고기(한우,불고기)","1등급(600g)","26940","2019-12","농협안심한우","002","대형마트","545000","금천구","2019-12-30"
"1497893","116","홈플러스 시흥점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503389","222","홈플러스 독산점","171","달걀(10개)","10개","2680","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496357","115","남문시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503388","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","7000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504790","115","남문시장","306","배(신고, 600g)","1개","2500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503387","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","13940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501374","114","현대시장","266","고등어(생물,국산)","1마리(25cm)","2500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503386","222","홈플러스 독산점","58","쇠고기(한우,불고기)","1등급(600g)","26940","2019-12","농협안심한우","002","대형마트","545000","금천구","2019-12-30"
"1494683","114","현대시장","306","배(신고, 600g)","1개","3000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503385","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496356","115","남문시장","283","닭고기(육계)","1마리(1kg)","6500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503384","222","홈플러스 독산점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501373","114","현대시장","254","오징어(생물,국산)","1마리(25cm)","4000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503383","222","홈플러스 독산점","310","상추(100g)","1개","990","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504797","115","남문시장","58","쇠고기(한우,불고기)","1등급(600g)","23000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503382","222","홈플러스 독산점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504796","115","남문시장","119","호박(인큐베이터)","1개","1500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503381","222","홈플러스 독산점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501313","116","홈플러스 시흥점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503380","222","홈플러스 독산점","307","배추(2.5~3kg)","1개","2890","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506597","114","현대시장","119","호박(인큐베이터)","1개","1500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1503379","222","홈플러스 독산점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501372","114","현대시장","152","명태(러시아,냉동)","1마리(45cm)","3000","2019-12","러시아","001","전통시장","545000","금천구","2019-12-30"
"1503378","222","홈플러스 독산점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494664","115","남문시장","266","고등어(생물,국산)","1마리(25cm)","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494679","222","홈플러스 독산점","264","명태(냉동,수입산)","1마리(45cm)","1350","2019-12","러시아","002","대형마트","545000","금천구","2019-12-30"
"1494635","116","홈플러스 시흥점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1494680","222","홈플러스 독산점","254","오징어(생물,국산)","1마리(25cm)","4490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501369","114","현대시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1494681","222","홈플러스 독산점","318","고등어(30cm,수입산)","1마리(25cm)","2490","2019-12","노르웨이","002","대형마트","545000","금천구","2019-12-30"
"1501370","114","현대시장","320","달걀(30개)","30개","4500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1499726","222","홈플러스 독산점","318","고등어(30cm,수입산)","1마리(25cm)","2490","2019-12","노르웨이","002","대형마트","545000","금천구","2019-12-30"
"1499696","115","남문시장","308","무(1kg)","1개","1500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1499725","222","홈플러스 독산점","254","오징어(생물,국산)","1마리(25cm)","4490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1501316","116","홈플러스 시흥점","202","돼지고기(생삼겹살)","1등급(600g)","13940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499724","222","홈플러스 독산점","264","명태(냉동,수입산)","1마리(45cm)","1350","2019-12","러시아","002","대형마트","545000","금천구","2019-12-30"
"1499677","116","홈플러스 시흥점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499723","222","홈플러스 독산점","136","조기(국산,생물)","1마리(25cm)","5490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1503345","116","홈플러스 시흥점","306","배(신고, 600g)","1개","3000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499722","222","홈플러스 독산점","320","달걀(30개)","30개","5790","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506542","116","홈플러스 시흥점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499721","222","홈플러스 독산점","171","달걀(10개)","10개","2680","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506541","116","홈플러스 시흥점","307","배추(2.5~3kg)","1개","2890","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499720","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","7000","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504800","115","남문시장","171","달걀(10개)","10개","2000","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1499719","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","13940","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1497905","116","홈플러스 시흥점","136","조기(국산,생물)","1마리(25cm)","5490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499718","222","홈플러스 독산점","58","쇠고기(한우,불고기)","1등급(600g)","26940","2019-12","농협안심한우","002","대형마트","545000","금천구","2019-12-30"
"1501364","114","현대시장","311","오이(다다기)","1개","800","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1499717","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1540","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506543","116","홈플러스 시흥점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499716","222","홈플러스 독산점","311","오이(다다기)","1개","1190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504799","115","남문시장","283","닭고기(육계)","1마리(1kg)","6500","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1499715","222","홈플러스 독산점","310","상추(100g)","1개","990","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1504802","115","남문시장","260","조기(냉동,수입산)","1마리(25cm)","2000","2019-12","중국산","001","전통시장","545000","금천구","2019-12-30"
"1499714","222","홈플러스 독산점","309","양파(1.5kg망)","1개","3190","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1506553","116","홈플러스 시흥점","264","명태(냉동,수입산)","1마리(45cm)","1350","2019-12","러시아","002","대형마트","545000","금천구","2019-12-30"
"1499713","222","홈플러스 독산점","308","무(1kg)","1개","1390","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499689","116","홈플러스 시흥점","136","조기(국산,생물)","1마리(25cm)","5490","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499712","222","홈플러스 독산점","307","배추(2.5~3kg)","1개","3260","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1496352","115","남문시장","311","오이(다다기)","1개","700","2019-12","국산","001","전통시장","545000","금천구","2019-12-30"
"1506573","222","홈플러스 독산점","305","사과(부사, 300g)","1개","1980","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
"1499678","116","홈플러스 시흥점","307","배추(2.5~3kg)","1개","3260","2019-12","국산","002","대형마트","545000","금천구","2019-12-30"
